"DIRECCION","LOCALIDAD","provincia","NUMERO"
"Paseo de la Estacion, 19 5ª Planta","JAEN","Jaén",3
"BUENOS AIRES Nº 1 2ª PLANTA","GRANADA","Granada",3
"C/ MAYOR, 8 ECIJA","ECIJA","Sevilla",3
"CALLE HERMANOS MACHADO, 4 ALMERIA PLTA. 7","ALMERIA","Almería",3
"AVENIDA LA AURORA, 47 MALAGA PLTA. 10","MALAGA","Málaga",3
"AVENIDA LA INNOVACION, S/N SEVILLA - EDIFICIO ARENA 1","SEVILLA","Sevilla",3
"CALLE LA HOYA, S/N OLULA DEL RIO","OLULA DEL RIO","Almería",3
"CALLE MARQUES LARIOS, 9, 3ª PLANTA MALAGA","MALAGA","Málaga",3
"CALLE JESUS DEL GRAN PODER, 30 SEVILLA","SEVILLA","Sevilla",3
"SAN LUCAR DE BARRAMEDA, 3","HUELVA","Huelva",3
"OHANES, 7 ALMERIA","ALMERIA","Almería",3
"DOHA, 5 MARBELLA","MARBELLA","Málaga",3
"VICTORIANO RIVERA, 4","CORDOBA","Córdoba",3
"CONDE GONDOMAR, 10 CORDOBA","CORDOBA","Córdoba",3
"Plaza de la Gavidia nº 10","SEVILLA","Sevilla",3
"C/ LOBATO, 11 MORON DE LA FRONTERA","MORON DE LA FRONTERA","Sevilla",3
"Pasaje Botica num. 13-4ª planta","HUELVA","Huelva",3
"ENSENADA BOLONIA, S/N TARIFA","TARIFA","Cádiz",3
"C/ ALONSO SANCHEZ, 1 HUELVA","HUELVA","Huelva",3
"C/ San Jose, 13","SEVILLA","Sevilla",3
"AVDA. LA AURORA, 47 29002 MALAGA","MALAGA","Málaga",3
"C/ SAN FRANCISCO, 28 MOGUER","MOGUER","Huelva",3
"PLAZA DEL POTRO 2 CORDOBA","CORDOBA","Córdoba",3
"C/ SANTO REINO, 5 Y 7.23071 JAEN JAEN","JAEN","Jaén",3
"CTRA. NACIONAL IV, KM. 395 CORDOBA","CORDOBA","Córdoba",3
"AVDA. RAMON CARRANZA 16 CADIZ","CADIZ","Cádiz",3
"SANTO DOMINGO HENARES, 3 -14850 BAENA","BAENA","Córdoba",3
"AVDA. DEL PUERTO S/N ROQUETAS MAR","ROQUETAS DE MAR","Almería",3
"C/ Los Balbos, s/n","CADIZ","Cádiz",3
"AVENIDA HYTASA, 14 SEVILLA SOTANO 1","SEVILLA","Sevilla",3
"AVDA. DE GRANADA, 3 HUESCAR","HUESCAR","Granada",3
"CARRETERA RONDA 91 ALMERIA","ALMERIA","Almería",3
"CAMPO MADRE DIOS, 9 CORDOBA","CORDOBA","Córdoba",3
"C/ DOCTOR BARRAQUER, 2 CORDOBA","CORDOBA","Córdoba",3
"C/ MARTINEZ FALERO, 11 CAZORLA","CAZORLA","Jaén",3
"CALLE GENERAL TAMAYO, 23 BAJO ALMERIA","ALMERIA","Almería",3
"Avda. de la Buhaira, 29","SEVILLA","Sevilla",3
"Avda. de Carlos V, s/n (Prado de San Sebastián)","SEVILLA","Sevilla",3
"TOMAS DE AQUINO 1 PLANTA 7ª","CORDOBA","Córdoba",3
"PLAZA LAS BATALLAS, 1 (CASTILLA, 4) JAEN","JAEN","Jaén",3
"PZ. CAMPO VERDE, NUM 2. GRANADA","GRANADA","Granada",3
"MANRIQUES, 2 CORDOBA","CORDOBA","Córdoba",3
"INCA, 8 FUENGIROLA","FUENGIROLA","Málaga",3
"Avda. Luis Montoto nº 87","SEVILLA","Sevilla",3
"DIRECCION: CARRETERA N-431, KM. 624 SAN JUAN DEL PUERTO","SAN JUAN DEL PUERTO","Huelva",3
"PLAZA DE LA CONTRATACION, 3 SEVILLA","SEVILLA","Sevilla",3
"CARRETERA DE RONDA Nº285 EN FRENTE BOLA AZUL","ALMERIA","Almería",3
"PASEO LA ESTACION, 19 JAEN PLTA. 5","JAEN","Jaén",3
"ALAMEDA PRINCIPAL, 24 1ª PLANTA MALAGA","MALAGA","Málaga",3
"AVENIDA DEL SUR, 1 (Telefónica)","GRANADA","Granada",3
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA Registro Civil de Marchena","MARCHENA","Sevilla",3
"C/ ANA DE VIYA, 7 CADIZ - Juzgado de lo Contencioso Administrativo Nº1 de Cádiz","CADIZ","Cádiz",3
"PLAZA ESPAÑA, S/N. PUERTA NAVARRA SEVILLA","SEVILLA","Sevilla",3
"PLAZA SAN JOSE, S/N SAN FERNANDO Juzgado de Primera Instancia e Instrucción Nº1 de San Fernando","SAN FERNANDO","Cádiz",3
"GERONA, 14 ALMERIA - Juzgado de lo Penal Nº4 de Almería","ALMERIA","Almería",3
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de lo Contencioso Administrativo Nº1 de Sevilla","SEVILLA","Sevilla",3
"SANTA MARIA DEL VALLE S/N","JAEN","Jaén",3
"REPUBLICA ARGENTINA Nº26, ENTREPLANTA SEVILLA, CP 41011 SEVILLA - SGT - Gabinete Telecomunicaciones","SEVILLA","Sevilla",3
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS>Unidad Funcional : Juzgado de Primera Instancia Nº1 de Algeciras","ALGECIRAS","Cádiz",3
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ Juzgado de lo Penal Nº2 de Cádiz","CADIZ","Cádiz",3
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de Primera Instancia Nº11 de Sevilla","SEVILLA","Sevilla",3
"AVDA. MARIA AUXILIADORA, 2 CADIZ","CADIZ","Cádiz",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Unidad de Informática D.P. Huelva (Palacio de Justicia)","HUELVA","Huelva",3
"AVDA. AMERICO VESPUCIO, 27. ISLA CARTUJA SEVILLA Unidad de Policia (UPA). 1ª Planta","SEVILLA","Sevilla",3
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA - Tribunal Superior de Justicia - Sección 2ª de la Sala Contencioso Administrativo de Sevilla","SEVILLA","Sevilla",3
"C/ SAN PEDRO, 43 LUCENA Juzgado de Primera Instancia e Instrucción Nº1 de Lucena","LUCENA","Córdoba",3
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Decanato Instrucción de Granada","GRANADA","Granada",3
"JUAN CARLOS I, S/N ESTEPONA - Juzgado de Primera Instancia e Instrucción Nº2 de Estepona","ESTEPONA","Málaga",3
"C/ CELESTINO MUTIS, S/N ROTA - Juzgado de Primera Instancia e Instrucción Nº1 de Rota","ROTA","Cádiz",3
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Juzgado de lo Social Nº2 de Granada","GRANADA","Granada",3
"C/ LA CAMPANA, S/N VALVERDE DEL CAMINO>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","VALVERDE DEL CAMINO","Huelva",3
"CARRETERA SEVILLA-UTRERA KM 4 BARRIADA MONTEQUINTO DOS HERMANAS","DOS HERMANAS","Sevilla",3
"C/FUNDACION S/N NIJAR","NIJAR","Almería",3
"PLAZA DEL DUQUE, 12 ALCALA DE GUADAIRA - Juzgado de Primera Instancia e Instrucción Nº1 de Alcalá de Guadaira","ALCALA DE GUADAIRA","Sevilla",3
"AVENIDA DEL SUR, 5 GRANADA Fiscalía Provincial de Granada","GRANADA","Granada",3
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA - Juzgado de Primera Instancia Nº1 de Fuengirola","FUENGIROLA","Málaga",3
"C/ HUERTO, 10 OSUNA Juzgado de Primera Instancia e Instrucción Nº1 de Osuna","OSUNA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Unidad Funcional : Almacén Informática Ciudad de la Justicia de Málaga","MALAGA","Málaga",3
"AVENIDA DEL SUR, 5 GRANADA Decanato Instrucción de Granada","GRANADA","Granada",3
"MORA CLAROS, 4 HUELVA","HUELVA","Huelva",3
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Instrucción Nº3 de Granada","GRANADA","Granada",3
"JESUS DEL GRAN PODER, 27 SEVILLA","SEVILLA","Sevilla",3
"C/ DUQUE DE LERMA, 8 SANLUCAR LA MAYOR Juzgado de Primera Instancia e Instrucción Nº2 de Sanlúcar","SANLUCAR LA MAYOR","Sevilla",3
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº4 de Marbella","MARBELLA","Málaga",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de lo Penal Nº2 de Huelva","HUELVA","Huelva",3
"C/ LA HUERTA (HUERTA DEL SOTO), S/N PUENTE GENIL Registro Civil de Puente Genil","PUENTE GENIL","Córdoba",3
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Audiencia Provincial - Sección 6ª - Civil de Sevilla","SEVILLA","Sevilla",3
"C/ PINTOR PABLO PICASSO, S/N POSADAS Juzgado de Primera Instancia e Instrucción Nº2 de Posadas","POSADAS","Córdoba",3
"PASEO DE LA ESTACION 19 1ª PLANTA","JAEN","Jaén",3
"PLAZA DEL PUNTO, S/N HUELVA - Juzgado de lo Social Nº3 de Huelva","HUELVA","Huelva",3
"AVENIDA DEL EJERCITO ESPAÑOL, 10 JAEN","JAEN","Jaén",3
"DOHA, 5 MARBELLA - Juzgado de Violencia sobre la Mujer Nº 1 de Marbella","MARBELLA","Málaga",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Servicio Común de Notificaciones y Embargos de Huelva","HUELVA","Huelva",3
"CTRA.RONDA, 13 ALMERIA Juzgado de Primera Instancia Nº3 de Almería","ALMERIA","Almería",3
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA - Tribunal Superior de Justicia - Sala de lo Social de Málaga","MALAGA","Málaga",3
"REYES CATOLICOS Nº 43","ALMERIA","Almería",3
"Avd. Diego Martínez Barrios, nº 10 - Informática","SEVILLA","Sevilla",3
"JUAN RAMIREZ FILOSIA, 36 - B","CONSTANTINA","Sevilla",3
"AVDA. DE GRANADA, 3 HUESCAR Juzgado de Primera Instancia e Instrucción Nº1 de Huéscar","HUESCAR","Granada",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Juzgado de Violencia Sobre la Mujer nº1 de Huelva","HUELVA","Huelva",3
"C/ ARCIPRESTE FERNANDEZ CASADO, 1 MONTILLA Juzgado de Primera Instancia e Instrucción Nº2 de Montilla","MONTILLA","Córdoba",3
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA - Juzgado de Instrucción Nº3 de Fuengirola","FUENGIROLA","Málaga",3
"LUIS DE BERLANGA (ESQ. JAIME CHABARRI) ARCOS DE LA FRONTERA Juzgado de Primera Instancia e Instrucción Nº2 de Arcos de","ARCOS DE LA FRONTERA","Cádiz",3
"AVDA DE HUELVA S/N ARACENA Juzgado de Primera Instancia e Instrucción Nº1 de Aracena","ARACENA","Huelva",3
"AVDA. DE LA BUHAIRA, 26 SEVILLA Juzgado de lo Penal Nº2 de Sevilla","SEVILLA","Sevilla",3
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de Primera Instancia Nº 2 de Sevilla","SEVILLA","Sevilla",3
"PASEO VICTORIA EUGENIA, S/N ALGECIRAS - Juzgado de lo Penal Nº4 de Algeciras","ALGECIRAS","Cádiz",3
"C/ Menéndez Pelayo, 2 Juzgado de Guardia de Sevilla. Incidencias","SEVILLA","Sevilla",3
"AVDA. DIEGO MARTINEZ BARRIO N.10 Unidad Funcional: Informática","SEVILLA","Sevilla",3
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS - Juzgado de Instrucción Nº2 de Algeciras","ALGECIRAS","Cádiz",3
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA - Unidad Informática Jerez DP Cádiz","JEREZ DE LA FRONTERA","Cádiz",3
"C/ LOS BALBOS, S/N CADIZ Servicio Común de Notificaciones y Embargos de Cadiz","CADIZ","Cádiz",3
"C/ Menéndez Pelayo, 2 Juzgado de Instrucción Nº 9 de Sevilla","SEVILLA","Sevilla",3
"Avda. Ejército Español 9 Juzgado de Instrucción Nº1 de Jaén","JAEN","Jaén",3
"C/ FIELATO DE LA POSTA, S/N. MOTRIL - Juzgado de lo Social Nº1 de Motril","MOTRIL","Granada",3
"HERMANOS MACHADO S/N ALMERIA BIBLIOTECA PUBLICA FRANCISCO VILLAESPESA","ALMERIA","Almería",3
"Avenida de la Aurora, 47 - Edif. Servicios Múltiples, 3ª panta puerta 5.","MALAGA","Málaga",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de lo Penal Nº4 de Huelva","HUELVA","Huelva",3
"AVDA. SAN JUAN LA CRUZ, S/N SEVILLA","SEVILLA","Sevilla",3
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de Primera Instancia Nº15 de Sevilla","SEVILLA","Sevilla",3
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Juzgado de Primera Instancia Nº7 de Córdoba","CORDOBA","Córdoba",3
"PLAZA ISABEL LA CATOLICA, 9 HUELVA I.M.L. de Huelva (Central)","HUELVA","Huelva",3
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Social Nº3 de Granada","GRANADA","Granada",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Violencia sobre la Mujer Nº 2 de Málaga","MALAGA","Málaga",3
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Instrucción Nº8 de Granada","GRANADA","Granada",3
"C/ NUESTRA SEÑORA DEL CARMEN, S/N DOS HERMANAS Juzgado de Primera Instancia e Instrucción Nº6 de Dos","DOS HERMANAS","Sevilla",3
"REYES CATOLICOS, 43","ALMERIA","Almería",3
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA Registro Civil de Antequera","ANTEQUERA","Málaga",3
"AVENIDA DE LA BUHAIRA 31 SEVILLA Fiscalía de Sevilla - Sección de Violencia sobre la Mujer","SEVILLA","Sevilla",3
"C/ ARQUITECTO BERGES, 16 JAEN Fiscalía Provincial de Jaén (Sede: Audiencia Provincial)","JAEN","Jaén",3
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA - Juzgado de Instrucción Nº4 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"AVDA.BLAS INFANTE, 23 - ANTIUA PRIMERO DE MAYO, 6-8 >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","CORIA DEL RIO","Sevilla",3
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA >Unidad Funcional : Tribunal Superior de Justicia - Sala de lo Contencioso","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Contencioso Administrativo Nº2 de Málaga","MALAGA","Málaga",3
"AVDA. OBISPO MEDINA OLMOS, 53 GUADIX Juzgado de Primera Instancia e Instrucción Nº2 de Guadix","GUADIX","Granada",3
"Avda Manuel Siurot Nº 4","HUELVA","Huelva",3
"PLAZA MAYOR, 2 CAZALLA DE LA SIERRA Juzgado de Primera Instancia e Instrucción Nº1 de Cazalla de la Sierra","CAZALLA DE LA SIERRA","Sevilla",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Servicio de Asistencia a la Víctima (SAVA)","HUELVA","Huelva",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Primera Instancia Nº 7 de Málaga","MALAGA","Málaga",3
"LOS LLANOS, 3 ALMODOVAR DEL RIO","ALMODOVAR DEL RIO","Córdoba",3
"PLAZA SAN JOSE, S/N SAN FERNANDO Decanato de San Fernando","SAN FERNANDO","Cádiz",3
"C/ ARQUITECTO BERGES, 28 JAEN - Juzgado de lo Contencioso Administrativo Nº2 de Jaén","JAEN","Jaén",3
"SANTA MARIA DEL VALLE, S/N","JAEN","Jaén",3
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA - Juzgado de Instrucción Nº3 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"MENDEZ NUÑEZ, 18-20 ALMERIA Fiscalía de Menores de Almería","ALMERIA","Almería",3
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Juzgado de Primera Instancia Nº6 de Córdoba","CORDOBA","Córdoba",3
"P.I. CHINALES - PARCELA 26","CORDOBA","Córdoba",3
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Primera Instancia Nº16 de Granada (Familia)","GRANADA","Granada",3
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Juzgado de Instrucción Nº6 de Córdoba","CORDOBA","Córdoba",3
"PLAZA CARLOS CANO, S/N RONDA - Juzgado de Primera Instancia e Instrucción Nº2 de Ronda","RONDA","Málaga",3
"AVENIDA DEL SUR, 5 (Juzgados) GRANADA","GRANADA","Granada",3
"C/ VERMONDO RESTA, S/N. SEVILLA - Juzgado de Primera Instancia Nº13 de Sevilla","SEVILLA","Sevilla",3
"AVD. DE LA CONSTITUCION, ESQUINA CON C/ ABETO PUERTO REAL Juzgado de Primera Instancia e Instrucción Nº1 de Puerto","PUERTO REAL","Cádiz",3
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de Primera Instancia Nº 1 de Sevilla","SEVILLA","Sevilla",3
"C/ ARQUITECTO BERGES, 28 JAEN Juzgado de lo Contencioso Administrativo Nº2 de Jaén","JAEN","Jaén",3
"MENDEZ NUÑEZ, 18-20 ALMERIA Juzgado de Menores Nº1 de Almería","ALMERIA","Almería",3
"AVENIDA DEL SUR, 5 GRANADA - Juzgado de lo Social Nº4 de Granada","GRANADA","Granada",3
"C/ Vermondo Resta, s/n.","SEVILLA","Sevilla",3
"C/ SAN PEDRO, 43 LUCENA Registro Civil de Lucena","LUCENA","Córdoba",3
"CANONIGO MOLINA ALONSO, 8 ALMERIA Juzgado de Instrucción Nº1 de Almería","ALMERIA","Almería",3
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Juzgado de Primera Instancia Nº4 de Algeciras","ALGECIRAS","Cádiz",3
"CAMPOMANES 11 ALMERIA","ALMERIA","Almería",3
"AVDA. DE MADRID, 70 JAEN Juzgado de lo Social Nº2 de Jaén","JAEN","Jaén",3
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA Juzgado de lo Social Nº5 de Sevilla","SEVILLA","Sevilla",3
"Avd. Diego Martínez Barrios, nº 10. Unidad Funcional: Informática","SEVILLA","Sevilla",3
"PLAZA DE ANTONIO ZIGAFETA S/N SANLUCAR DE BARRAMEDA Juzgado de Primera Instancia e Instrucción Nº4 de Sanlúcar","SANLUCAR DE BARRAMEDA","Cádiz",3
"C/ NUESTRA SEÑORA DEL CARMEN, S/N DOS HERMANAS Juzgado de Primera Instancia e Instrucción Nº1 de Dos","DOS HERMANAS","Sevilla",3
"AVENIDA DEL SUR, 5 GRANADA Fiscalía de Granada - Sección de Violencia contra la Mujer","GRANADA","Granada",3
"ARENAL, 12 PEÑARROYA-PUEBLONUEVO","PEÑARROYA-PUEBLONUEVO","Córdoba",3
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Juzgado de Primera Instancia-Mercantil Nº4 de Huelva","HUELVA","Huelva",3
"BENITO MAS I PRAT, 5-7","SEVILLA","Sevilla",3
"HISTORIADOR GARCÍA MONTERO, S/N - Juzgado de Primera Instancia e Instrucción Nº1 de Cabra","CABRA","Córdoba",3
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA Audiencia Provincial - Sección 8ª - Civil-Penal de Jerez de","JEREZ DE LA FRONTERA","Cádiz",3
"C/ LOPE VEGA, 25 - 29580 CARTAMA","CARTAMA","Málaga",3
"AVDA. AMERICO VESPUCIO, 5-2, P2. ISLA DE LA CARTUJA SEVILLA Servicio de Informatica","SEVILLA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Social Nº3 de Málaga","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA >Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº3","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Social Nº4 de Málaga","MALAGA","Málaga",3
"C/ MENENDEZ PELAYO, 2 SEVILLA Unidad Funcional : Decanato de Sevilla","SEVILLA","Sevilla",3
"AVD. DE LA CONSTITUCION, ESQUINA CON C/ ABETO PUERTO REAL Juzgado de Primera Instancia e Instrucción Nº1 de Puerto REAL","PUERTO REAL","Cádiz",3
"PLAZA SAN JOSE, S/N SAN FERNANDO Juzgado de Primera Instancia e Instrucción Nº3 de San","SAN FERNANDO","Cádiz",3
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Contencioso Administrativo Nº3 de Granada","GRANADA","Granada",3
"C/ MENORCA, S/N COIN Juzgado de Primera Instancia e Instrucción Nº2 de Coín","COIN","Málaga",3
"C/ LOS BALBOS, S/N CADIZ Juzgado de Primera Instancia Nº1 de Cádiz","CADIZ","Cádiz",3
"AVENIDA DEL SUR, 5 GRANADA - Juzgado de lo Contencioso Administrativo Nº3 de Granada","GRANADA","Granada",3
"AVDA. MANUEL SIUROT 4 HUELVA-Unidad Funcional: CPU","HUELVA","Huelva",3
"C/ FIELATO DE LA POSTA, S/N. MOTRIL Juzgado de Primera Instancia e Instrucción Nº1 de Motril","MOTRIL","Granada",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Fiscalía de Málaga - Sección Penal 1 y 2","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Juzgado de lo Penal Nº9 de Málaga","MALAGA","Málaga",3
"PLAZA DE LA CONSTITUCION, 4 CORDOBA - Fiscalía Provincial de Córdoba","CORDOBA","Córdoba",3
"Avda. Palma de Mallorca, 39","TORREMOLINOS","Málaga",3
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Servicio Común de Notificaciones y Embargos de Algeciras","ALGECIRAS","Cádiz",3
"C/ MIGUEL BUENO, 26. ESQ. AVDA. DE MIJAS FUENGIROLA Juzgado de Primera Instancia Nº2 de Fuengirola","FUENGIROLA","Málaga",3
"PZA. COLON, 24 CORDOBA","CORDOBA","Córdoba",3
"Albert Einstein 4 Edificio WTC Isla de la Cartuja","SEVILLA","Sevilla",3
"Avda. de la Buhaira, 26 - Juzgado de lo Penal Nº12 de Sevilla","SEVILLA","Sevilla",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Juzgado de lo Penal Nº3 de Málaga","MALAGA","Málaga",3
"RONDA LOS ALUNADOS S/N JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",3
"HUERTO CARRION, 2 - Juzgado de Primera Instancia e Instrucción Nº3 de Vélez-Málaga","VELEZ-MALAGA","Málaga",3
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Unidad Funcional : Fiscalía Provincial de Sevilla (Sede: Audiencia Provincial)","SEVILLA","Sevilla",3
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA Juzgado de Primera Instancia e Instrucción Nº2 de Antequera","ANTEQUERA","Málaga",3
"EDUARDO GARCIA TRIVIÑO, 15 1ª PLANTA","JAEN","Jaén",3
"EDUARDO GARCIA TRIVIÑO, 15 1º PLANTA","JAEN","Jaén",3
"AVDA. DE LA CAMPANA, 3 LORA DEL RIO Juzgado de Primera Instancia e Instrucción Nº2 de Lora del","LORA DEL RIO","Sevilla",3
"C/ MIGUEL BUENO, 26. ESQ. AVDA. DE MIJAS FUENGIROLA Juzgado de Primera Instancia Nº4 de Fuengirola","FUENGIROLA","Málaga",3
"PASEO LA ESTACION, 19 JAEN PLTA 1","JAEN","Jaén",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Primera Instancia Nº14 de Málaga","MALAGA","Málaga",3
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº6 de Marbella","MARBELLA","Málaga",3
"AVDA DE HUELVA S/N ARACENA - Juzgado de Primera Instancia e Instrucción Nº2 de Aracena","ARACENA","Huelva",3
"ANGEL GANIVET, S/N","CORDOBA","Córdoba",3
"PLAZA SAN JOSE, S/N SAN FERNANDO - Registro Civil de San Fernando","SAN FERNANDO","Cádiz",3
"PLAZA NUEVA, 10 GRANADA Fiscalía Superior de Andalucía, Ceuta y Melilla","GRANADA","Granada",3
"C/ CELESTINO MUTIS, S/N ROTA Juzgado de Primera Instancia e Instrucción Nº1 de Rota","ROTA","Cádiz",3
"AVENIDA ANDALUCIA, 1 ARCHIDONA","ARCHIDONA","Málaga",3
"AVD DE ROMA S/N","SEVILLA","Sevilla",3
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ Juzgado de lo Social Nº2 de Cádiz","CADIZ","Cádiz",3
"SANTO TOMAS AQUINO, S/N CORDOBA","CORDOBA","Córdoba",3
"PLAZA SAN ANDRES, 2 SEVILLA Consejería de Obras Públicas y Vivienda, D.P. Sevilla","SEVILLA","Sevilla",3
"C/ REAL Nº 10 LOJA Juzgado de Primera Instancia e Instrucción Nº2 de Loja","LOJA","Granada",3
"PLAZA SAN JOSE, S/N SAN FERNANDO Registro Civil de San Fernando","SAN FERNANDO","Cádiz",3
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA - Fiscalía de Menores de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",3
"AVENIDA DEL SUR, 5 GRANADA I.M.L. de Granada (Central)","GRANADA","Granada",3
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Tribunal Superior de Justicia - Sección 3ª de la Sala Contencioso Administrativo de Sevilla","SEVILLA","Sevilla",3
"C/ FIELATO DE LA POSTA, S/N. MOTRIL Juzgado de Primera Instancia e Instrucción Nº5 de Motril","MOTRIL","Granada",3
"Avenida del Sur, 5 (Juzgados)","GRANADA","Granada",3
"C/ VERMONDO RESTA, S/N. SEVILLA - Juzgado de Primera Instancia Nº 1 de Sevilla","SEVILLA","Sevilla",3
"C/ DOCTOR BARRAQUER, 6 CORDOBA","CORDOBA","Córdoba",3
"C/ ARCIPRESTE FERNANDEZ CASADO, 1 MONTILLA - Juzgado de Primera Instancia e Instrucción Nº1 de Montilla","MONTILLA","Córdoba",3
"CANONIGO MOLINA ALONSO, 8 ALMERIA Juzgado de lo Social Nº1 de Almería","ALMERIA","Almería",3
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ - Juzgado de Primera Instancia Nº5 de Cádiz","CADIZ","Cádiz",3
"C/ ARQUITECTO BERGES, 16 JAEN Audiencia Provincial - Sección 3ª - Civil-Penal de Jaén","JAEN","Jaén",3
"C/ ARCIPRESTE FERNANDEZ CASADO, 1 MONTILLA >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","MONTILLA","Córdoba",3
"JUAN ANTONIO VIZARRON-EDF.TORRETRIANA (ISLA DE LA CARTUJA) Planta 4ª (Al lado de Jose Antonio Pomares)","SEVILLA","Sevilla",3
"AVENIDA HYTASA, 14 SEVILLA (Servicio de Informática)","SEVILLA","Sevilla",3
"AVENIDA MANUEL AGUSTIN HEREDIA, 26 2ª PLANTA MALAGA","MALAGA","Málaga",3
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Penal Nº5 de Málaga","MALAGA","Málaga",3
