"DIRECCION","LOCALIDAD","provincia","NUMERO"
"Avenida del Sur, 5 (Juzgados) >Unidad Funcional : Juzgado de Instrucción Nº4 de Granada","GRANADA","Granada",1
"ALBAREDA 18/20 PLTA BAJA","SEVILLA","Sevilla",1
"AUGUSTO PEIRE, S/N EDIF. OLAYA","SEVILLA","Sevilla",1
"PASEO DE LA ESTACION, 19, 1ª PLANTA JAEN Dpto. Informática DP Jaén","JAEN","Jaén",1
"AVDA. DE MADRID, 70 JAEN - Juzgado de lo Social Nº4 de Jaén","JAEN","Jaén",1
"c/REAL N3","ALCALA DE LOS GAZULES","Cádiz",1
"CALLE POZO SOLIS, LOCAL 1 COIN EDF PICASO","COIN","Málaga",1
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA - Juzgado de Primera Instancia Nº 7 de Sevilla (Familia)","SEVILLA","Sevilla",1
"GENERAL TAMAYO, 23 PLTA 1","ALMERIA","Almería",1
"AVDA. MANUEL AGUSTIN HEREDIA, 26 MALAGA Unidad de Proceso de","MALAGA","Málaga",1
"AVDA. GRAN CAPITAN, 12 - 4ª PLANTA - CORDOBA","CORDOBA","Córdoba",1
"CALLE JESUS DEL GRAN PODER, 30 SEVILLA - Servicio de Informatica","SEVILLA","Sevilla",1
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA - Juzgado de Primera Instancia e Instrucción Nº2 de Marchena","MARCHENA","Sevilla",1
"Plaza Gavidia, 10 planta 2 Jurídica Gratuita (Lucía Villalba)","SEVILLA","Sevilla",1
"Plaza Asdrúbal, 6 Edificio Junta de Andalucía - Departamento de Informática","CADIZ","Cádiz",1
"AVDA. JULIO CARO BAROJA S/N CRUCE CON AV. LAS PALMERAS, S/N","HUELVA","Huelva",1
"SAN BARTOLOME, 3 ROCIANA DEL CONDADO","ROCIANA DEL CONDADO","Huelva",1
"GRAN VIA, 6","HUELVA","Huelva",1
"AVENIDA DEL SUR, 5 GRANADA Sindicatos (UGT)","GRANADA","Granada",1
"AVDA. MANUEL AGUSTIN HEREDIA, 26 MALAGA Servicio de Dependencia (Manolo Huertas)","MALAGA","Málaga",1
"AV República Argentina 25, planta 2 (Informática),","SEVILLA","Sevilla",1
"AVENIDA DEL SUR, 5 GRANADA >Unidad Funcional : Juzgado de lo Penal Nº4 de Granada","GRANADA","Granada",1
"Avda. de Carlos V, s/n (Prado de San Sebastián) Tribunal Superior de Justicia - Sección 1ª","SEVILLA","Sevilla",1
"Avda. Puerta del Mar, Nº 45 Unidad Funcional : Registro Civil de Estepona","ESTEPONA","Málaga",1
"PLZ. ESPAÑA, S/N","CADIZ","Cádiz",1
"GRAN VIA Nº 6 (AVDA. MARTIN ALONSO PINZON, 6)","HUELVA","Huelva",1
"ALVAREDA 18-20","SEVILLA","Sevilla",1
"Ubic. calle albareda 13 - 1 planta - Informatica - SEVILLA","SEVILLA","Sevilla",1
"PLAZA NUEVA, 10 GRANADA >Unidad Funcional : Audiencia Provincial - Sección 1ª","GRANADA","Granada",1
"Calle Trajano, 13","ALMERIA","Almería",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Unidad Funcional : Tribunal Superior de Justicia - Sección 1ª","SEVILLA","Sevilla",1
"Avda. de la Buhaira, 26 >Unidad Funcional : Juzgado de lo Penal Nº12","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA >Unidad Funcional : Juzgado de Violencia sobre la Mujer Nº 3","MALAGA","Málaga",1
"C/ MENENDEZ PELAYO, 2 SEVILLA Juzgado de Instrucción Nº18 de Sevilla","SEVILLA","Sevilla",1
"CALLE GENERAL TAMAYO, 23 BAJO ALMERIA IAJ","ALMERIA","Almería",1
"LARIOS, 9","MALAGA","Málaga",1
"Paseje Botica, 13 4ª Planta","HUELVA","Huelva",1
"PLAZA ISABEL LA CATOLICA, 9 HUELVA Dpto. Informática DP Huelva","HUELVA","Huelva",1
"AVDA. CHARLES DARWIN (PARQUE CIENTIFICO TECNOLOGICO CARTUJA 93) SEVILLA Informática","SEVILLA","Sevilla",1
"PLAZA SAN JOSE, S/N CARMONA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","CARMONA","Sevilla",1
"RONDA DE LOS ALUNADOS S/N JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",1
"AVENIDA REPUBLICA ARGENTINA, 25 SEVILLA SERVICIO DE INFORMÁTICA","SEVILLA","Sevilla",1
"AVDA. MADRID, Nº 19 23009 JAEN Delegación Provincial Agricultura y Pesca de Jaén","JAEN","Jaén",1
"PLAZA MAYOR, 2 CAZALLA DE LA SIERRA >>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","CAZALLA DE LA SIERRA","Sevilla",1
"AVDA. PUERTA DEL MAR, Nº 45 ESTEPONA Juzgado de Primera Instancia e Instrucción Nº2 de Estepona","ESTEPONA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Servicio Común de Notificaciones y Embargos de Málaga","MALAGA","Málaga",1
"MARQUÉS DE LARIOS, 9 - 2ª","MALAGA","Málaga",1
"AV. HYTASA POL. HYTASA C/SEDA, S/N","SEVILLA","Sevilla",1
"AV. HYTASA C/SEDA, S/N","SEVILLA","Sevilla",1
"AVENIDA DEL SUR, 5 GRANADA >Unidad Funcional : Juzgado de Violencia sobre la Mujer Nº 2","GRANADA","Granada",1
"C/ CASTILLEJO, 32 ESTEPA - Juzgado de Primera Instancia e Instrucción Nº2 de Estepa","ESTEPA","Sevilla",1
"C/ SANCHO IV, 49- 23250 SANTISTEBAN DEL PUERTO Dpto. Informática","SANTISTEBAN DEL PUERTO","Jaén",1
"AVDA. DE LA BUHAIRA, 26 SEVILLA Fiscalía de Sevilla - Registro Civil","SEVILLA","Sevilla",1
"AVENIDA DEL SUR, 5 GRANADA >Unidad Funcional : Juzgado de lo Social Nº4","GRANADA","Granada",1
"RONDA S. FRANCISCO, 43 - LUCENA","LUCENA","Córdoba",1
"Avda. de la Buhaira, 26 Juzgado de lo Mercantil Nº1 de Sevilla","SEVILLA","Sevilla",1
"Plz.Isabel La Católica, 9>Unidad Funcional : Dpto. Informática DP Huelva","HUELVA","Huelva",1
"PLAZA CARLOS CANO, S/N RONDA Registro Civil de Ronda","RONDA","Málaga",1
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de lo Contencioso Administrativo Nº7 de Sevilla","SEVILLA","Sevilla",1
"ISAAC NEWTON Nº 3 PARQUE TECNOLOGICO DE LA CARTUJA 2ª PLANTA","SEVILLA","Sevilla",1
"C/ DR. ANTONIO CABRERA, 40 POZOBLANCO >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","POZOBLANCO","Córdoba",1
"C/ VERMONDO RESTA, S/N. SEVILLA>Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº2","SEVILLA","Sevilla",1
"PLAZA LA MINA, 18 CADIZ","CADIZ","Cádiz",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA>Unidad Funcional : Juzgado de Primera Instancia Nº8","CORDOBA","Córdoba",1
"Avenida del Sur, 5 (Juzgados) - Unidad Informática D.P. Granada - Caleta","GRANADA","Granada",1
"C/ ARCANGEL SAN MIGUEL Nº 2 Dpto. Informática.","CADIZ","Cádiz",1
"C/ ARCANGEL SAN MIGUEL Nº 2 SERVICIO DE VALORACIÓN DE LA DEPENDENCIA.","CADIZ","Cádiz",1
"C/ LOS MOZARABES, Nº 8. 21002 HUELVA DEP INFORMATICA","HUELVA","Huelva",1
"PLAZA ESPAÑA, S/N. PUERTA NAVARRA SEVILLA paralela a la Avda. de la Borbolla)","SEVILLA","Sevilla",1
"REAL, 3","ALCALA DE LOS GAZULES","Cádiz",1
"PLAZA DEL ARBOL S/N PLTA BAJA UVM","CADIZ","Cádiz",1
"C/ ROMERO ROBLEDO S/N PEÑARROYA-PUEBLONUEVO - Juzgado de Primera Instancia e Instrucción Nº1 de Peñarroya-Pueblonuevo","PEÑARROYA-PUEBLONUEVO","Córdoba",1
"PLAZA NUEVA, 4 SEVILLA Informática - 1ª planta","SEVILLA","Sevilla",1
"C/Albareda,13 - Informática - 1ª planta 41001-Sevilla","SEVILLA","Sevilla",1
"AVENIDA REPUBLICA ARGENTINA, 25 SEVILLA Srv.Informatica","SEVILLA","Sevilla",1
"Av. República Argentina, 25 SEVILLA Srv.REGIMEN JURIDICO","SEVILLA","Sevilla",1
"Avenida del Sur, 5 (Juzgados) Unidad Informática D.P. Granada - Caleta","MOTRIL","Granada",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Unidad Informática D.P. Granada","GRANADA","Granada",1
"AVDA. DE LOS NARANJOS, 9","UTRERA","Sevilla",1
"Avda. Alcalde Narciso Martín Navarro, 28Juzgado de Primera Instancia e Instrucción Nº3 de Ayamonte","AYAMONTE","Huelva",1
"Avda. de la Buhaira, 29 Fiscalía de Sevilla - Sección de Familia y Protección al","SEVILLA","Sevilla",1
"C/ Nuestra señora del Carmen, s/n S/N DOS HERMANAS Fiscalía de Dos Hermanas","DOS HERMANAS","Sevilla",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA>Unidad Funcional : Juzgado de lo Penal Nº2","HUELVA","Huelva",1
"AVD Carlos III s/n Edificio de la Prensa Isla de la Cartuja","SEVILLA","Sevilla",1
"CTRA.SAN J. AZNALFARACHE","SAN JUAN DE AZNALFARACHE","Sevilla",1
"PLAZA DE ANTONIO ZIGAFETA S/N SANLUCAR DE BARRAMEDA Juzgado de Primera Instancia e Instrucción Nº4 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",1
"PLAZA NUEVA, 4 SEVILLA - sv. informatica SEVILLA","SEVILLA","Sevilla",1
"HUERTO CARRION , 2>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3","VELEZ-MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de Menores Nº2","MALAGA","Málaga",1
"PLAZA DIEGO VAZQUEZ OTERO, 5 - EDIF. TORRE ALMENARA MALAGA Departamento de administración.","MALAGA","Málaga",1
"C/JOSE MARIA AMADO LOCAL 1 PLANTA BAJA PORTAL 1 BLOQUE A RESIDENCIAL MONTE REAL","TORREMOLINOS","Málaga",1
"AVDA. GRAN CAPITAN, 12 - 3ª PLANTA","CORDOBA","Córdoba",1
"AVDA. AMERICO VESPUCIO, 27. ISLA CARTUJA SEVILLA Unidad de Policia, Avda. Americo Vespucio, 15, Planta BAJA -","SEVILLA","Sevilla",1
"Avda. Ejército Español 7 >Unidad Funcional : Juzgado de lo Penal Nº2","JAEN","Jaén",1
"ARENAS, 12 PEÑARROYA-PUEBLONUEVO","PEÑARROYA-PUEBLONUEVO","Córdoba",1
"C\ Carrera, 35 JAEN Juzgado de Primera Instancia e Instrucción Nº1 de Aguilar","AGUILAR DE LA FRONTERA","Córdoba",1
"Ubic. C/Albareda,13 Informática - 1ª planta","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGAJuzgado de lo Social Nº1 de Málaga","MALAGA","Málaga",1
"HUERTO CARRION , 2 Juzgado de Primera Instancia e Instrucción Nº2 de","VELEZ-MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Instrucción Nº 1 de Málaga","MALAGA","Málaga",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA - Sindicato UGT de Córdoba","CORDOBA","Córdoba",1
"ALONSO EL SABIO, 42-44 CORDOBA","CORDOBA","Córdoba",1
"AVDA ARIAS DE VELASCO, 15 MARBELLA>Unidad Funcional : Juzgado de Primera Instancia Nº2","MARBELLA","Málaga",1
"CALLE SANTO TOMAS AQUINO, 1 CORDOBA Dpto. Informática DP Córdoba","CORDOBA","Córdoba",1
"CARRETERA DE TREBUJENA KM 3.2","JEREZ DE LA FRONTERA","Cádiz",1
"PLAZA DE ESPAÑA 19","CADIZ","Cádiz",1
"CASA FORESTAL EL BOTICARIO (LOS MONTES DE MALAGA)","MALAGA","Málaga",1
"AVENIDA LA INNOVACION, S/N SEVILLA - EDIFICIO ARENA 1 - SERVICIO DE INFORMATICA","SEVILLA","Sevilla",1
"AVENIDA LA INNOVACION, S/N EDIFICIO ARENA 1 SEVILLA DPTO MICROINFORMATICA","SEVILLA","Sevilla",1
"Plaza Asdrúbal, 6 Edificio Junta de Andalucía Departamento de Informática","CADIZ","Cádiz",1
"Plaza Nueva, 8 >Unidad Funcional : Juzgado de Primera Instancia Nº 2","GRANADA","Granada",1
"AYUNTAMIENTO ADAMUZ, C/ LA FUENTE, 1 ADAMUZ","ADAMUZ","Córdoba",1
"AVENIDA LA INNOVACION, S/N SEVILLA DPTO MICROINFORMATICA","SEVILLA","Sevilla",1
"PLAZA DE LA HOYA, 1 TORROX>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","TORROX","Málaga",1
"CALLE ALBAREDA Nº 18 Y 20 EDIFICIO URBIS PLANTA BAJA","SEVILLA","Sevilla",1
"C/ TABLADILLA, S/N 41013 SEVILLA EDIF 9 2ªPLANTA","SEVILLA","Sevilla",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Tribunal Superior de Justicia. Sala de lo Social de Sevilla","SEVILLA","Sevilla",1
"CARRETERA DE LAS AGUILAS, 6B VERA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","VERA","Almería",1
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA - Juzgado de Primera Instancia Nº3 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",1
"C/ MUÑOZ COBOS, 4 ALGECIRAS Fiscalía de Menores de Algeciras","ALGECIRAS","Cádiz",1
"COMPOSITOR LEMBERT RUIZ 23 ESQUINA CON CALLE HILERA DEP INFORMATICA","MALAGA","Málaga",1
"COMPOSITOR LEHMBERG RUIZ, 23 MALAGA DEP INFORMATICA","MALAGA","Málaga",1
"PLAZA NUEVA, 4 SEVILLA DG DE CONSUMO","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA : Decanato de Málaga","MALAGA","Málaga",1
"C/ TABLADILLA, S/N 41013 SEVILLA EDIFICIO 9 2ª PLANTA","SEVILLA","Sevilla",1
"Avda. de la Buhaira, 26 Juzgado de lo Social Nº2 de Sevilla","SEVILLA","Sevilla",1
"C/ FIELATO DE LA POSTA, S/N. MOTRIL I.M.L. de Granada (Área Comarcal Sur, Motril)","MOTRIL","Granada",1
"C/ Profesor Clavero, 12","GRANADA","Granada",1
"C/aLBERTO Einstein S/N Isla de la Cartuja","SEVILLA","Sevilla",1
"PASAJE COMPOSITOR LEHMBERG RUIZ, 23","MALAGA","Málaga",1
"ARAPILES, 10- 12 (ANTIGUA TRAJANO, 13) PLANTA 2","ALMERIA","Almería",1
"PZA. ESPAÑA, 19 INFORMATICA","CADIZ","Cádiz",1
"POLIGONO HYTASA, 14. NAVE 5 SEVILLA - SERVICIO DE INFORMÁTICA","SEVILLA","Sevilla",1
"AVENIDA MANUEL AGUSTIN HEREDIA, 26 MALAGA 2ª PLANTA DEP INFORMATICA","MALAGA","Málaga",1
"CTRA. A-472 KM. 57,650","SAN JUAN DEL PUERTO","Huelva",1
"CALLE SANTO TOMAS AQUINO, S/N CORDOBA 6ª PLANTA","CORDOBA","Córdoba",1
"C/ DUQUE DE LERMA, 8 SANLUCAR LA MAYOR>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº3","SANLUCAR LA MAYOR","Sevilla",1
"AVENIDA DEL SUR, 5 GRANADA>Unidad Funcional : Fiscalía de Granada - Sección de Violencia contra la Mujer","GRANADA","Granada",1
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA Unidad Funcional : Sala de Vistas Nº 1Planta Baja","FUENGIROLA","Málaga",1
"VICTORIANO RIVERA N 4","CORDOBA","Córdoba",1
"PLAZA DE ESPAÑA Nº 9","CADIZ","Cádiz",1
"PLAZA VAZQUEZ DE MOLINA, 4 UBEDA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","UBEDA","Jaén",1
"AVDA. DE MADRID, 70 JAEN - Juzgado de lo Social - Nº 3 de Jaén","JAEN","Jaén",1
"AMOR 8 POLICIA","ALMERIA","Almería",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº3 de Málaga","MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Penal Nº4","MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Penal Nº6","MALAGA","Málaga",1
"CAMINO LOS RUBIALES, S/N -- COMPLEJO MEDIO AMBIENTAL CERCADO DEL CIPRÉS","ANDUJAR","Jaén",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Contencioso Administrativo Nº3","MALAGA","Málaga",1
"PLAZA NUEVA, 4 SEVILLA 3ª planta","SEVILLA","Sevilla",1
"HERMANOS MACHADO S/N ALMERIA El equipo se encuentra en la sala infantil pegando al mostrador","ALMERIA","Almería",1
"C/ SAN SEBASTIAN, S/N QUENTAR","QUENTAR","Granada",1
"C/. ESTEBAN RAMIREZ MARTINEZ,2","JAEN","Jaén",1
"AVDA DE ANDALUCIA, 36 BAJO-ANT.DIRECCION DR. EDUARDO ARROYO, 15 JAEN","JAEN","Jaén",1
"AVDA. DE LA BUHAIRA, 26 SEVILLA Unidad Funcional : Juzgado de lo Social Nº10","SEVILLA","Sevilla",1
"CAMPUS UNIVER. TEATINOS, S/N","MALAGA","Málaga",1
"C/ Manríquez, 2","CORDOBA","Córdoba",1
"Plaza del Arbol s/n","CADIZ","Cádiz",1
"JOAQUINA EGUARAS, S/N EDF.ALMANJAYAR (ANTIGUA AVDA. CONSTITUCION, 18) PLANTA 0 Sv. Informática.","GRANADA","Granada",1
"REINA REGENTE, 4 ALMERIA Juzgado de Vigilancia Penitenciaria nº 7 de Andalucía","ALMERIA","Almería",1
"JOAQUINA EGUARAS, S/N EDF.ALMANJAYAR (ANTIGUA AVDA. CONSTITUCION, 18) Sv. Informática.","GRANADA","Granada",1
"Albert Einstein 4 Edificio WTC Isla de la Cartuja Edificio WTC","SEVILLA","Sevilla",1
"C/ O¿DONNELL, 9 LINARES","LINARES","Jaén",1
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º 14004 CORDOBA Edificio de Servicios Múltiples.(Dpto. Informática)","CORDOBA","Córdoba",1
"AVENIDA DEL SUR, 5 GRANADA Unidad Funcional : Unidad Informática D.P.","GRANADA","Granada",1
"C/ TABLADILLA, S/N 41013 SEVILLA - EDIF. 11 5ª PLANTA - Sº CONTROL E INSPECCION CAMPOS","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Contencioso Administrativo Nº1 de Málaga","MALAGA","Málaga",1
"C/ MUÑOZ COBOS, 4 ALGECIRAS>Unidad Funcional : Fiscalía de Menores","ALGECIRAS","Cádiz",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA - Juzgado de lo Penal Nº2 de Huelva","HUELVA","Huelva",1
"AVDA. TENIENTE GENERAL CHAMORRO, 99 MARTOS>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº1","MARTOS","Jaén",1
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de lo Social Nº2 de Sevilla","SEVILLA","Sevilla",1
"C/ LOS BALBOS, S/N CADIZ>Unidad Funcional : Servicio Común de Notificaciones y Embargos de Cadiz","CADIZ","Cádiz",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de Instrucción Nº4 de Huelva","HUELVA","Huelva",1
"AUTOVIA DEL MEDITERRANEO. SALIDA 420 MOJONERA, LABORATORIO","LA MOJONERA","Almería",1
"CARRETERA DE LAS AGUILAS, 6B VERA >Unidad Funcional : Despacho Médico Forense de Vera","VERA","Almería",1
"PASAJE LA BOTICA S/N","HUELVA","Huelva",1
"CTRA. A356, CAMINO RENGLES S/N MALAGA","MALAGA","Málaga",1
"AVDA. TOMAS GARCIA FIGUERAS, 14 INSTANCIA 3 JEREZ DE LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",1
"GERONA, 14 ALMERIA Juzgado de lo Penal Nº2 de Almería","ALMERIA","Almería",1
"C/ VERMONDO RESTA, S/N. SEVILLA >Unidad Funcional : Juzgado de Primera Instancia Nº 9","SEVILLA","Sevilla",1
"PASAJE COMPOSITOR LEHMBERG RUIZ,23 INFORMATICA MALAGA","MALAGA","Málaga",1
"FLORIDA, 2 HUERCAL-OVERA Juzgado de Primera Instancia e Instrucción Nº2 de","HUERCAL-OVERA","Almería",1
"C/ ALAMEDA SUNDHEIM, 28 HUELVA uzgado de lo Penal Nº1 de Huelva","HUELVA","Huelva",1
"Plaza del Duque, 12 >Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","ALCALA DE GUADAIRA","Sevilla",1
"CTRA. DEL SILO, S/N -14200 PEÑARROYA-PUEBLONUEVO","PEÑARROYA-PUEBLONUEVO","Córdoba",1
"ALVAREZ DE CASTRO, 25 PLTA. 2 CENTRO DE ARBITRAJE Y CONCILIACION","ALMERIA","Almería",1
"PLAZA NUEVA, 4 SEVILLACONSEJERIA DE SALUD:DG DE CONSUMO","SEVILLA","Sevilla",1
"PLAZA DEL DUQUE, 12 ALCALA DE GUADAIRA>Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","ALCALA DE GUADAIRA","Sevilla",1
"AVDA. DE LA BUHAIRA, 26 SEVILLA>Unidad Funcional : Juzgado de lo Social Nº8","SEVILLA","Sevilla",1
"JAEN, S/N (EDIFICIO TOME, 2 BAJO) NERJA","NERJA","Málaga",1
"PLAZA DEL PUNTO, S/N HUELVA Equipo Técnico Psicosocial de Familia de Huelva","HUELVA","Huelva",1
"Plaza del Punto, s/n Equipo Técnico Psicosocial de Familia de Huelva","HUELVA","Huelva",1
"PLAZA DE ESPAÑA S/N SECTOR 2º","SEVILLA","Sevilla",1
"AVDA. HYTASA, 14 SERVICIO DE INFORMÁTICA","SEVILLA","Sevilla",1
"C/ ANA DE VIYA, 7 CADIZ Juzgado de lo Contencioso Administrativo Nº2 de Cádi","CADIZ","Cádiz",1
"C/Alameda de Colón 17 (Valoración de la dependencia, 2ª planta)MALAGA","MALAGA","Málaga",1
"C/ OBISPO ALONSO SUAREZ, 1 JAEN >Unidad Funcional : Fiscalía de Menores de Jaén","JAEN","Jaén",1
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS>Unidad Funcional : Juzgado de Primera Instancia Nº1","ALGECIRAS","Cádiz",1
"FLORIDA, 2 HUERCAL-OVERA Unidad Funcional : Juzgado de Primera Instancia e Instrucción Nº2","HUERCAL-OVERA","Almería",1
"GENERAL TAMAYO Nº 32","ALMERIA","Almería",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de lo Social Nº 12","MALAGA","Málaga",1
"CTRA. EL PORTIL - EL ROMPIDO frente resturante el bosque","CARTAYA","Huelva",1
"FLORIDA, 2 HUERCAL-OVERA Juzgado de Primera Instancia e Instrucción Nº2 de Huércal-Overa","HUERCAL-OVERA","Almería",1
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA>Unidad Funcional : Juzgado de Instrucción Nº4","FUENGIROLA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de Guardia de Málaga","MALAGA","Málaga",1
"CANONIGO MOLINA ALONSO, 8 ALMERIA>Unidad Funcional : Juzgado de Primera Instancia Nº2","ALMERIA","Almería",1
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Instrucción Nº4 de Granada","GRANADA","Granada",1
"Ctra. de Ronda, sn Edf. Bola Azul 4ª planta.","ALMERIA","Almería",1
"ASDRUBAL S/N 3ª PLANTA EDF JUNTADE ANDALUCIA","CADIZ","Cádiz",1
"MARQUEZ DE LA ENSENADA Nº 6ª PLANTA","GRANADA","Granada",1
"CEM-JAE-002 SERVICIO DE ADMINISTRACIÓN LABORAL PASEO DE LA ESTACIÓN 30-6ª PLANTA Audiencia Provincial - Sección 5ª - Civil de Sevilla","JAEN","Jaén",1
"Carretera a Isla Mayor km. 3,5","AZNALCAZAR","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Servicio de Asistencia a la Víctima","MALAGA","Málaga",1
"Santo Tomas de Aquino, S/N, Edificio Servicios Múltiples, 5ª PLANTA","CORDOBA","Córdoba",1
"C/ SANTO TOMAS DE AQUINO, S/N CORDOBA PLTA 6","CORDOBA","Córdoba",1
"ARAPILES, 13","ALMERIA","Almería",1
"AVDA. LA AURORA, S/N pta 3 puerta 5 29002 MALAGA","MALAGA","Málaga",1
"Calle Almanzor S/N Conjunto Monumental la Alcazaba","ALMERIA","Almería",1
"C/ TABLADILLA, S/N 41013 SEVILLA >Unidad Funcional: PROCESO DE DATOS","SEVILLA","Sevilla",1
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ>Unidad Funcional : Juzgado de lo Penal Nº4","CADIZ","Cádiz",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de Menores Nº3","MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Juzgado de Primera Instancia Nº16 de Málaga (Familia 3)","MALAGA","Málaga",1
"C/ ROMERO ROBLEDO S/N PEÑARROYA-PUEBLONUEVO uzgado de Primera Instancia e Instrucción Nº1","PEÑARROYA-PUEBLONUEVO","Córdoba",1
"AVDA. PUERTA DEL MAR, Nº 45 ESTEPONA Servicio Común de Notificaciones y Embargos de Estepona","ESTEPONA","Málaga",1
"AVDA. DE LA INNOVACIÓN, S/N EDIFICIO ARENA 1 Unidad Funcional: SERVICIO DE INFORMATICA","SEVILLA","Sevilla",1
"HUERTO CARRION, 2 Juzgado de Primera Instancia e Instrucción Nº3 de","VELEZ-MALAGA","Málaga",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Tribunal Superior de Justicia - Sección 3ª - Sala de lo SOCIAL DE SEVILLA","SEVILLA","Sevilla",1
"C/ SANLUCAR BARRAMEDA 3, 21071. HUELVA HUELVA Dpto, Informática","HUELVA","Huelva",1
"C/ ALOZAINA, S/N ALHAURIN EL GRANDE","ALHAURIN EL GRANDE","Málaga",1
"EDIFICIO CARRANZA, AVDA JUAN CARLOS I, S/N. CADIZ Unidad Funcional : Juzgado de lo Penal Nº1","CADIZ","Cádiz",1
"ARCHIVO HISTORICO PROVINCIAL C/ Almirante Apodaca, 4","SEVILLA","Sevilla",1
"SAN JACINTO 7 MALAGA 2ª planta, dpcho 19.","MALAGA","Málaga",1
